Member_number,Date,itemDescription,itemAisle
2093,16-02-2014,waffles,Frozen Foods
2215,21-03-2014,whole milk,Dairy
4779,29-01-2014,pip fruit,Produce
1939,02-02-2014,whipped/sour cream,Dairy
4852,02-11-2014,citrus fruit,Produce
1173,18-04-2014,margarine,Dairy
4232,06-10-2014,processed cheese,Dairy
1870,15-07-2014,baking powder,Baking
2683,04-04-2014,candles,Household Goods
2837,26-06-2014,bottled water,Beverages
4364,24-09-2014,baking powder,Baking
1842,11-03-2014,butter milk,Dairy
2036,27-08-2014,onions,Produce
1235,14-06-2014,bottled beer,Alcohol
1935,17-07-2014,margarine,Dairy
3480,18-04-2014,bottled water,Beverages
2881,03-06-2014,margarine,Dairy
1237,16-10-2014,sugar,Baking
1755,19-01-2014,soda,Beverages
4830,23-12-2014,dish cleaner,Cleaning Items
2162,25-05-2014,dog food,Pets
1453,21-11-2014,margarine,Dairy
2139,13-04-2014,soda,Beverages
3987,31-08-2014,yogurt,Dairy
3027,14-10-2014,berries,Produce
1241,01-11-2014,specialty cheese,Dairy
1018,15-04-2014,domestic eggs,Dairy
1390,09-04-2014,frozen meals,Frozen Foods
1646,15-11-2014,sparkling wine,Alcohol
1053,12-10-2014,whole milk,Dairy
1566,28-06-2014,curd,Dairy
4390,15-11-2014,beverages,Beverages
4779,24-06-2014,sauces,Condiments and Spices
4294,22-07-2014,ice cream,Frozen Dessert
2939,11-02-2014,grapes,Produce
1465,26-09-2014,yogurt,Dairy
1934,14-06-2014,root vegetables,Produce
2946,14-09-2014,whipped/sour cream,Dairy
3643,26-09-2014,pastry,Bakery
3722,08-01-2014,whole milk,Dairy
4515,16-04-2014,tropical fruit,Produce
4572,27-06-2014,roll products ,Household Goods
4398,17-08-2014,salty snack,Snacks
3369,24-01-2014,rolls/buns,Bakery
1738,10-01-2014,rolls/buns,Bakery
1283,22-05-2014,bottled water,Beverages
1116,27-09-2014,soda,Beverages
4136,16-03-2014,frozen dessert,Frozen Dessert
1066,15-05-2014,other vegetables,Produce
2234,13-04-2014,pastry,Bakery
1509,07-09-2014,yogurt,Dairy
4985,31-05-2014,dessert,Dessert
4989,08-11-2014,butter,Dairy
3482,24-07-2014,domestic eggs,Dairy
3220,01-02-2014,salty snack,Snacks
1594,28-05-2014,yogurt,Dairy
4739,12-04-2014,soda,Beverages
2107,30-12-2014,newspapers,Household Goods
2543,18-11-2014,soda,Beverages
3652,15-11-2014,frozen vegetables,Frozen Foods
2164,02-05-2014,ice cream,Frozen Dessert
4420,27-10-2014,frozen potato products,Frozen Foods
1333,15-07-2014,bottled water,Beverages
1055,08-05-2014,white wine,Alcohol
2792,28-07-2014,bottled beer,Alcohol
2139,02-10-2014,margarine,Dairy
4174,18-10-2014,rolls/buns,Bakery
1073,21-03-2014,salt,Condiments and Spices
3115,18-07-2014,shopping bags,Household Goods
4243,15-01-2014,sugar,Baking
2515,12-12-2014,bottled beer,Alcohol
4214,07-10-2014,domestic eggs,Dairy
4093,09-08-2014,herbs,Produce
1317,19-05-2014,rolls/buns,Bakery
4061,05-03-2014,canned beer,Alcohol
1087,12-11-2014,berries,Produce
4709,03-09-2014,root vegetables,Produce
3670,05-08-2014,chocolate,Dessert
3713,22-01-2014,root vegetables,Produce
4897,14-09-2014,other vegetables,Produce
1361,12-07-2014,pastry,Bakery
4939,17-09-2014,brown bread,Bakery
4150,17-08-2014,cream cheese ,Dairy
4368,20-02-2014,whole milk,Dairy
4933,28-11-2014,domestic eggs,Dairy
1160,02-04-2014,whole milk,Dairy
2330,10-08-2014,sugar,Baking
3945,25-01-2014,rolls/buns,Bakery
1237,25-01-2014,hard cheese,Dairy
4302,26-11-2014,misc. beverages,Beverages
4020,12-01-2014,frozen potato products,Frozen Foods
1084,18-04-2014,other vegetables,Produce
1047,17-12-2014,soda,Beverages
1574,03-04-2014,newspapers,Household Goods
4074,14-11-2014,yogurt,Dairy
1955,22-06-2014,cereals,Dry and Canned Foods
1622,24-06-2014,salty snack,Snacks
1267,15-05-2014,whole milk,Dairy
3253,26-06-2014,whipped/sour cream,Dairy
2332,16-01-2014,soft cheese,Dairy
3181,25-04-2014,bottled beer,Alcohol
4374,18-08-2014,cream,Dairy
4194,25-12-2014,fruit/vegetable juice,Produce
4098,09-12-2014,soda,Beverages
3808,28-03-2014,other vegetables,Produce
3014,20-12-2014,root vegetables,Produce
1094,03-11-2014,brown bread,Bakery
4349,29-01-2014,hamburger meat,Fresh meat
1557,12-10-2014,chocolate,Dessert
4213,28-04-2014,seasonal products,Household Goods
2559,07-07-2014,rolls/buns,Bakery
1312,13-12-2014,butter,Dairy
3426,21-10-2014,yogurt,Dairy
1648,31-10-2014,whole milk,Dairy
2617,16-11-2014,rolls/buns,Bakery
4297,08-04-2014,cat food,Pets
2406,25-09-2014,yogurt,Dairy
3030,19-11-2014,packaged fruit/vegetables,Produce
2662,08-03-2014,pickled vegetables,Dry and Canned Foods
3835,25-04-2014,seasonal products,Household Goods
4633,13-02-2014,specialty chocolate,Dessert
3970,11-02-2014,processed cheese,Dairy
1723,09-02-2014,sweet spreads,Snacks
2893,11-02-2014,white wine,Alcohol
4223,15-06-2014,newspapers,Household Goods
2221,21-06-2014,yogurt,Dairy
1257,19-05-2014,cream cheese ,Dairy
3825,27-01-2014,shopping bags,Household Goods
2613,24-05-2014,yogurt,Dairy
3498,07-01-2014,root vegetables,Produce
4258,24-06-2014,frozen meals,Frozen Foods
3081,14-04-2014,soda,Beverages
3965,16-10-2014,domestic eggs,Dairy
4850,26-03-2014,pastry,Bakery
3437,25-04-2014,canned vegetables,Dry and Canned Foods
1573,20-04-2014,butter,Dairy
1169,05-02-2014,margarine,Dairy
4987,27-07-2014,onions,Produce
3011,16-08-2014,salty snack,Snacks
2522,26-05-2014,soda,Beverages
4801,10-03-2014,dishes,Household Goods
1509,28-05-2014,domestic eggs,Dairy
1889,11-01-2014,soups,Dry and Canned Foods
2450,29-11-2014,citrus fruit,Produce
1807,20-08-2014,popcorn,Dry and Canned Foods
4720,14-08-2014,oil,Condiments and Spices
1310,13-04-2014,salty snack,Snacks
1339,01-03-2014,margarine,Dairy
1256,11-07-2014,domestic eggs,Dairy
4601,02-10-2014,specialty chocolate,Dessert
1800,30-08-2014,white wine,Alcohol
4679,23-01-2014,potato products,Dry and Canned Foods
1650,27-06-2014,misc. beverages,Beverages
2360,26-07-2014,canned beer,Alcohol
2874,09-09-2015,other vegetables,Produce
3556,30-09-2015,shopping bags,Household Goods
3255,24-05-2015,ice cream,Frozen Dessert
2521,14-12-2015,yogurt,Dairy
3220,14-10-2015,misc. beverages,Beverages
1381,03-06-2015,salty snack,Snacks
4050,07-06-2015,flower (seeds),Household Goods
1872,29-01-2015,yogurt,Dairy
4127,04-11-2015,domestic eggs,Dairy
2833,14-08-2015,other vegetables,Produce
2357,23-09-2015,cream cheese ,Dairy
2654,03-03-2015,cat food,Pets
4852,28-04-2015,fruit/vegetable juice,Produce
2222,21-07-2015,newspapers,Household Goods
2340,07-12-2015,yogurt,Dairy
1987,15-10-2015,domestic eggs,Dairy
3570,09-02-2015,bottled water,Beverages
1320,19-01-2015,canned fruit,Dry and Canned Foods
2209,20-07-2015,tidbits,Dessert
2500,30-03-2015,waffles,Frozen Foods
3315,09-12-2015,coffee,Beverages
2548,16-11-2015,dental care,Household Goods
4473,09-07-2015,sparkling wine,Alcohol
2271,16-06-2015,bottled water,Beverages
4336,10-10-2015,snack products,Snacks
2763,02-01-2015,canned fish,Dry and Canned Foods
2780,10-11-2015,other vegetables,Produce
2632,16-01-2015,fruit/vegetable juice,Produce
2568,20-08-2015,frozen vegetables,Frozen Foods
1729,23-07-2015,waffles,Frozen Foods
3878,28-07-2015,pastry,Bakery
1225,26-03-2015,other vegetables,Produce
1924,17-11-2015,packaged fruit/vegetables,Produce
4335,06-10-2015,napkins,Household Goods
3182,03-12-2015,curd,Dairy
4303,23-08-2015,shopping bags,Household Goods
3042,10-02-2015,bottled beer,Alcohol
4493,29-10-2015,other vegetables,Produce
4194,02-07-2015,hygiene articles,Personal Care
3031,18-12-2015,soda,Beverages
3891,07-03-2015,hard cheese,Dairy
1062,16-04-2015,long life bakery product,Bakery
2469,23-03-2015,whole milk,Dairy
3719,09-03-2015,misc. beverages,Beverages
3322,02-11-2015,bottled beer,Alcohol
1336,03-10-2015,napkins,Household Goods
1067,20-07-2015,chocolate,Dessert
1998,15-05-2015,chewing gum,Snacks
1076,14-10-2015,coffee,Beverages
1992,08-02-2015,white bread,Bakery
1261,21-05-2015,flour,Baking
4409,15-01-2015,ice cream,Frozen Dessert
3031,30-08-2015,bottled beer,Alcohol
2129,18-03-2015,fruit/vegetable juice,Produce
1684,01-03-2015,oil,Condiments and Spices
4240,18-09-2015,brown bread,Bakery
2750,14-09-2015,onions,Produce
1379,13-07-2015,butter milk,Dairy
4243,22-08-2015,specialty cheese,Dairy
2469,01-12-2015,pasta,Dry and Canned Foods
2346,17-09-2015,coffee,Beverages
2366,18-08-2015,UHT-milk,Dairy
2374,23-06-2015,whole milk,Dairy
1721,15-10-2015,margarine,Dairy
2877,04-10-2015,root vegetables,Produce
3848,10-11-2015,whole milk,Dairy
4344,03-01-2015,soda,Beverages
3475,06-10-2015,misc. beverages,Beverages
3650,17-07-2015,white bread,Bakery
2318,16-01-2015,whipped/sour cream,Dairy
1776,03-02-2015,yogurt,Dairy
3120,07-07-2015,pastry,Bakery
1194,13-05-2015,pastry,Bakery
2089,17-04-2015,brown bread,Bakery
2095,04-06-2015,rolls/buns,Bakery
1736,29-08-2015,whole milk,Dairy
3718,07-12-2015,processed cheese,Dairy
4950,22-04-2015,margarine,Dairy
2481,24-11-2015,rice,Dry and Canned Foods
1296,11-06-2015,beverages,Beverages
2824,12-07-2015,chewing gum,Snacks
4852,29-06-2015,pasta,Dry and Canned Foods
1648,27-02-2015,rolls/buns,Bakery
3307,10-06-2015,chocolate,Dessert
4259,24-06-2015,shopping bags,Household Goods
2587,06-02-2015,UHT-milk,Dairy
4303,04-08-2015,cream cheese ,Dairy
1325,26-05-2015,mustard,Condiments and Spices
3351,14-10-2015,other vegetables,Produce
1623,18-01-2015,roll products ,Household Goods
3119,20-02-2015,liquor,Alcohol
1211,24-05-2015,specialty bar,Snacks
4146,02-09-2015,rolls/buns,Bakery
1753,26-02-2015,butter milk,Dairy
4664,26-05-2015,waffles,Frozen Foods
3827,11-03-2015,curd,Dairy
1098,27-09-2015,cat food,Pets
4338,27-08-2015,flour,Baking
3712,20-12-2015,yogurt,Dairy
1505,27-10-2015,potato products,Dry and Canned Foods
4478,08-02-2015,domestic eggs,Dairy
4150,23-08-2015,dessert,Dessert
1118,25-12-2015,pastry,Bakery
2537,05-07-2015,candy,Dessert
1996,05-10-2015,flower (seeds),Household Goods
4267,13-09-2015,yogurt,Dairy
4424,16-10-2015,hygiene articles,Personal Care
1948,05-06-2015,frozen vegetables,Frozen Foods
3495,02-01-2015,oil,Condiments and Spices
2327,18-03-2015,margarine,Dairy
3356,01-12-2015,butter,Dairy
3926,23-03-2015,sliced cheese,Dairy
4105,12-03-2015,condensed milk,Baking
1884,08-05-2015,UHT-milk,Dairy
4799,02-09-2015,pasta,Dry and Canned Foods
4915,18-09-2015,domestic eggs,Dairy
2643,12-01-2015,fruit/vegetable juice,Produce
3927,09-03-2015,pastry,Bakery
2410,18-11-2015,soft cheese,Dairy
1855,28-04-2015,whipped/sour cream,Dairy
1245,03-02-2015,shopping bags,Household Goods
3138,19-04-2015,salty snack,Snacks
1178,19-04-2015,salt,Condiments and Spices
1870,09-05-2015,sliced cheese,Dairy
4660,07-10-2015,pastry,Bakery
3241,08-09-2015,rolls/buns,Bakery
4661,18-04-2015,rolls/buns,Bakery
2407,03-10-2015,coffee,Beverages
2440,19-06-2015,waffles,Frozen Foods
4634,15-05-2015,soda,Beverages
4112,14-02-2015,canned beer,Alcohol
2428,21-08-2015,rolls/buns,Bakery
3604,14-03-2015,whole milk,Dairy
3671,08-03-2015,onions,Produce
2880,19-06-2015,margarine,Dairy
3946,19-06-2015,napkins,Household Goods
4495,20-06-2015,butter milk,Dairy
3355,12-02-2015,newspapers,Household Goods
3959,27-05-2015,dishes,Household Goods
1583,23-11-2015,brown bread,Bakery
3998,28-03-2015,rolls/buns,Bakery
4509,29-11-2015,sliced cheese,Dairy
1008,10-03-2015,dessert,Dessert
4894,23-12-2015,chocolate,Dessert
4252,04-10-2015,frozen dessert,Frozen Dessert
3428,16-03-2015,frozen meals,Frozen Foods
1988,09-08-2015,bottled water,Beverages
4662,19-10-2015,butter milk,Dairy
3165,27-11-2015,rolls/buns,Bakery
1920,16-02-2015,flour,Baking
4157,01-04-2015,whole milk,Dairy
1945,30-04-2015,other vegetables,Produce
4104,27-07-2015,sugar,Baking
2865,14-05-2015,frozen meals,Frozen Foods
4788,28-04-2015,soda,Beverages
1903,25-01-2015,ketchup,Condiments and Spices
3578,16-05-2015,citrus fruit,Produce
2238,12-06-2015,yogurt,Dairy
3671,10-11-2015,shopping bags,Household Goods
3088,12-03-2015,yogurt,Dairy
1832,17-04-2015,flour,Baking
4785,13-09-2015,shopping bags,Household Goods
1322,19-10-2015,hygiene articles,Personal Care
4439,18-03-2015,artif. sweetener,Baking
1698,26-06-2015,shopping bags,Household Goods
3558,25-04-2015,brown bread,Bakery
3026,01-01-2015,bottled water,Beverages
1127,15-10-2015,UHT-milk,Dairy
4153,02-05-2015,brown bread,Bakery
4258,22-04-2015,hygiene articles,Personal Care
2582,14-11-2015,cat food,Pets
1466,12-01-2015,seasonal products,Household Goods
4185,16-01-2015,rolls/buns,Bakery
1889,02-09-2015,candles,Household Goods
3396,14-05-2015,sparkling wine,Alcohol
3412,26-01-2015,oil,Condiments and Spices
3321,13-07-2015,white wine,Alcohol
3484,21-11-2015,brandy,Alcohol
1937,17-10-2015,whipped/sour cream,Dairy
2101,20-12-2015,canned beer,Alcohol
4006,18-12-2015,other vegetables,Produce
3732,18-07-2015,pastry,Bakery
1276,28-04-2015,bottled beer,Alcohol
4916,03-01-2015,detergent,Cleaning Items
2040,04-06-2015,candy,Dessert
2255,05-01-2015,oil,Condiments and Spices
1239,25-07-2015,bottled water,Beverages
4992,20-06-2015,sparkling wine,Alcohol
3225,06-12-2015,soda,Beverages
2421,21-11-2015,long life bakery product,Bakery
3303,25-01-2015,whole milk,Dairy
3455,13-09-2015,margarine,Dairy
1484,10-07-2015,soft cheese,Dairy
3591,05-11-2015,dental care,Household Goods
4613,17-05-2015,shopping bags,Household Goods
1676,10-11-2015,dishes,Household Goods
1259,21-11-2015,napkins,Household Goods
3930,07-12-2015,soft cheese,Dairy
3995,26-06-2015,brown bread,Bakery
1038,14-12-2015,cake bar,Dessert
4794,09-06-2015,other vegetables,Produce
3960,21-09-2015,specialty bar,Snacks
3077,01-05-2015,shopping bags,Household Goods
1161,14-03-2015,spread cheese,Dairy
1800,16-04-2015,hygiene articles,Personal Care
1717,11-09-2015,margarine,Dairy
1888,06-06-2015,butter milk,Dairy
2138,03-04-2015,shopping bags,Household Goods
1866,13-02-2015,baking powder,Baking
4745,29-09-2015,shopping bags,Household Goods
1269,09-12-2015,butter milk,Dairy
4721,15-06-2015,spices,Condiments and Spices
2885,22-03-2015,sliced cheese,Dairy
1435,24-04-2015,rolls/buns,Bakery
1887,02-03-2015,whipped/sour cream,Dairy
4776,26-03-2015,candy,Dessert
4313,16-05-2015,bottled beer,Alcohol
3545,28-08-2015,whole milk,Dairy
2307,03-12-2015,shopping bags,Household Goods
1215,18-01-2015,sliced cheese,Dairy
1428,18-01-2015,yogurt,Dairy
4297,27-10-2015,specialty bar,Snacks
1812,14-10-2015,margarine,Dairy
2217,12-02-2015,domestic eggs,Dairy
2378,15-04-2015,soda,Beverages
2397,23-06-2015,whipped/sour cream,Dairy
3419,20-08-2015,cream cheese ,Dairy
4131,29-03-2015,rolls/buns,Bakery
2220,08-04-2015,yogurt,Dairy
3870,21-03-2015,frozen fish,Frozen Foods
1483,14-06-2015,rolls/buns,Bakery
3449,29-11-2015,brown bread,Bakery
1959,13-12-2015,pot plants,Household Goods
4825,17-01-2015,bottled water,Beverages
3289,05-02-2015,whipped/sour cream,Dairy
1256,29-08-2015,oil,Condiments and Spices
3369,23-03-2015,abrasive cleaner,Cleaning Items
2191,25-10-2015,yogurt,Dairy
4645,12-06-2015,yogurt,Dairy
3818,08-08-2015,cat food,Pets
3857,11-04-2015,canned beer,Alcohol
3651,31-07-2015,cream cheese ,Dairy
3689,29-07-2015,soda,Beverages
2361,10-03-2015,soda,Beverages
2513,15-12-2015,zwieback,Bakery
2110,29-07-2015,soda,Beverages
4895,21-07-2015,salty snack,Snacks
2756,31-07-2015,processed cheese,Dairy
1960,01-09-2015,pastry,Bakery
3924,29-10-2015,curd,Dairy
3020,27-08-2015,specialty fat,Condiments and Spices
4531,08-10-2015,pastry,Bakery
4901,14-02-2015,pasta,Dry and Canned Foods
3787,24-09-2015,salty snack,Snacks
3688,24-09-2015,soap,Personal Care
4717,04-10-2015,shopping bags,Household Goods
2210,25-09-2015,sweet spreads,Snacks
4152,29-05-2015,bottled beer,Alcohol
4507,18-06-2015,softener,Cleaning Items
1118,13-05-2015,curd,Dairy
4953,05-07-2015,salty snack,Snacks
4417,21-01-2015,sparkling wine,Alcohol
2358,15-12-2015,dishes,Household Goods
3122,02-05-2015,bottled water,Beverages
3920,05-10-2015,napkins,Household Goods
4592,12-08-2015,oil,Condiments and Spices
1326,11-09-2015,canned beer,Alcohol
3729,29-11-2015,instant coffee,Beverages
2627,31-10-2015,frozen vegetables,Frozen Foods
3393,11-07-2015,newspapers,Household Goods
4302,08-03-2015,salty snack,Snacks
1734,15-02-2015,frozen vegetables,Frozen Foods
3635,26-02-2015,frozen dessert,Frozen Dessert
3232,18-12-2015,frozen vegetables,Frozen Foods
2805,18-04-2015,pastry,Bakery
2214,19-01-2015,butter milk,Dairy
4725,12-02-2015,rolls/buns,Bakery
4975,11-02-2015,soda,Beverages
3393,23-02-2015,candy,Dessert
4456,08-08-2015,bottled water,Beverages
4744,29-08-2015,candy,Dessert
1264,30-07-2015,mayonnaise,Condiments and Spices
3104,18-05-2015,fruit/vegetable juice,Produce
4966,25-01-2015,fruit/vegetable juice,Produce
4183,15-01-2015,shopping bags,Household Goods
3786,02-10-2015,baking powder,Baking
3299,28-02-2015,hard cheese,Dairy
1656,07-07-2015,bottled water,Beverages
4753,03-05-2015,bottled beer,Alcohol
2857,18-04-2015,soda,Beverages
3692,18-10-2015,yogurt,Dairy
2613,23-08-2015,newspapers,Household Goods
3509,07-08-2015,oil,Condiments and Spices
3048,10-06-2015,white wine,Alcohol
1160,21-08-2015,bottled beer,Alcohol
2629,26-04-2015,hard cheese,Dairy
1444,06-06-2015,whole milk,Dairy
2578,12-01-2015,yogurt,Dairy
4184,28-06-2015,white bread,Bakery
3201,27-11-2015,soap,Personal Care
3311,05-02-2015,rolls/buns,Bakery
4294,01-08-2015,bottled water,Beverages
2283,18-01-2015,margarine,Dairy
3325,11-07-2015,other vegetables,Produce
3621,11-02-2015,butter,Dairy
1968,10-03-2015,newspapers,Household Goods
3717,04-01-2015,frozen vegetables,Frozen Foods
4704,18-08-2015,coffee,Beverages
3904,05-11-2015,curd,Dairy
2336,10-07-2015,rolls/buns,Bakery
3546,22-11-2015,Instant food products,Dry and Canned Foods
3797,23-08-2015,processed cheese,Dairy
4607,15-12-2015,pastry,Bakery
4522,18-05-2015,pickled vegetables,Dry and Canned Foods
4695,13-10-2015,canned fish,Dry and Canned Foods
4919,30-03-2015,salty snack,Snacks
3289,15-03-2015,misc. beverages,Beverages
1200,26-09-2015,canned fish,Dry and Canned Foods
3789,09-06-2015,shopping bags,Household Goods
1289,11-08-2015,canned beer,Alcohol
2415,29-04-2015,soda,Beverages
1943,30-09-2015,potato products,Dry and Canned Foods
3685,26-08-2015,female sanitary products,Personal Care
3447,27-11-2015,soda,Beverages
2164,10-08-2015,coffee,Beverages
4107,02-05-2015,mustard,Condiments and Spices
2744,19-05-2015,sugar,Baking
1051,08-12-2015,dishes,Household Goods
2087,04-09-2015,pastry,Bakery
1020,13-10-2015,frozen fish,Frozen Foods
2443,01-12-2015,napkins,Household Goods
4911,01-07-2015,cleaner,Cleaning Items
3835,16-09-2015,long life bakery product,Bakery
2363,22-05-2015,white wine,Alcohol
2344,19-04-2015,oil,Condiments and Spices
3911,15-02-2015,soda,Beverages
1450,07-08-2015,instant coffee,Beverages
3495,18-11-2015,oil,Condiments and Spices
1625,27-11-2015,napkins,Household Goods
3265,12-09-2015,domestic eggs,Dairy
3247,11-01-2015,dishes,Household Goods
1777,07-08-2015,brown bread,Bakery
1862,09-05-2015,seasonal products,Household Goods
2942,02-01-2015,flower (seeds),Household Goods
2932,22-01-2015,newspapers,Household Goods
4049,08-01-2015,whole milk,Dairy
1954,08-06-2015,bottled beer,Alcohol
2321,16-06-2015,other vegetables,Produce
2930,23-03-2015,fruit/vegetable juice,Produce
3214,27-03-2015,baking powder,Baking
4877,20-06-2015,frozen vegetables,Frozen Foods
1277,06-07-2015,pot plants,Household Goods
2239,13-12-2015,whole milk,Dairy
4929,26-03-2015,margarine,Dairy
1390,03-02-2015,house keeping products,Cleaning Items
1870,09-09-2015,brown bread,Bakery
3405,04-03-2015,margarine,Dairy
2338,12-08-2015,whole milk,Dairy
2051,09-11-2015,whipped/sour cream,Dairy
3504,07-06-2015,soda,Beverages
3405,13-04-2015,fruit/vegetable juice,Produce
2512,09-02-2015,coffee,Beverages
4038,11-06-2015,yogurt,Dairy
1759,26-09-2015,oil,Condiments and Spices
2813,10-01-2015,female sanitary products,Personal Care
3055,18-08-2015,soft cheese,Dairy
1733,18-03-2015,oil,Condiments and Spices
1913,18-08-2015,whipped/sour cream,Dairy
4864,27-03-2015,pot plants,Household Goods
4812,27-05-2015,margarine,Dairy
3042,10-05-2015,whole milk,Dairy
4988,10-04-2015,specialty chocolate,Dessert
4486,21-07-2015,rolls/buns,Bakery
4069,05-03-2015,pot plants,Household Goods
4600,14-07-2015,whipped/sour cream,Dairy
3588,05-05-2015,hard cheese,Dairy
4175,29-01-2015,napkins,Household Goods
2599,30-07-2015,yogurt,Dairy
4671,15-07-2015,sugar,Baking
2270,06-09-2015,yogurt,Dairy
